vector_x,vector_y,vector_z
0.37603092193603516,-0.11999233067035675,-0.8423697352409363
0.19542662799358368,-0.21131449937820435,-0.8849046230316162
-0.07322849333286285,-0.160652756690979,-0.8829169869422913
-0.3181416988372803,-0.18326392769813538,-0.8682361245155334
0.07969023287296295,-0.1350303739309311,-0.8740755319595337
0.28758081793785095,-0.13446539640426636,-0.8282097578048706
0.14917752146720886,0.07205232977867126,-0.863013505935669
-0.2952905297279358,0.015205859206616879,-0.7827277779579163
0.1235927864909172,-0.03445816785097122,-0.8978994488716125
0.40552249550819397,-0.12535962462425232,-0.8445767164230347
-0.018969187512993813,-0.05725565925240517,-0.8300877213478088
0.011204218491911888,-0.048895176500082016,-0.8760083317756653
0.17121173441410065,0.020531082525849342,-0.8369278311729431
-0.44881123304367065,0.1389421969652176,-0.7896638512611389
-0.019651038572192192,-0.08649029582738876,-0.86809903383255
0.13418909907341003,-0.11826132982969284,-0.8658921122550964
0.11712442338466644,0.05601054057478905,-0.8373664617538452
-0.20319773256778717,0.10330045968294144,-0.8141731023788452
-0.06860297173261642,0.08236018568277359,-0.8492647409439087
0.42221859097480774,-0.1397605687379837,-0.8240289092063904
0.44013711810112,-0.007092766463756561,-0.8329389095306396
0.32054921984672546,-0.02740795724093914,-0.8212325572967529
0.19417349994182587,0.09008356183767319,-0.8535277843475342
-0.03252633661031723,0.022057726979255676,-0.8522666692733765
0.2572169899940491,-0.060200758278369904,-0.8454813957214355
0.08289676904678345,0.03002152219414711,-0.8881258964538574
0.16772876679897308,-0.08986213803291321,-0.8965560793876648
-0.0010383707704022527,-0.0026089998427778482,-0.8758575320243835
-0.3713076114654541,0.01090240478515625,-0.8520748019218445
0.133992537856102,-0.07446947693824768,-0.8856722116470337
-0.23565012216567993,0.07176382839679718,-0.904273509979248
0.23606735467910767,-0.09925641119480133,-0.905424952507019
0.34876304864883423,0.056984227150678635,-0.8180798292160034
0.5736262202262878,-0.1060241311788559,-0.7780945897102356
0.06995390355587006,0.041753847151994705,-0.8461119532585144
0.2397775948047638,-0.004460206255316734,-0.8179975748062134
-0.18366365134716034,0.06907717138528824,-0.8165308237075806
-0.11982159316539764,-0.10245394706726074,-0.8973648548126221
-0.16283343732357025,-0.07380832731723785,-0.8592987060546875
-0.08495508879423141,-0.22497016191482544,-0.863369882106781
-0.014540232717990875,0.10001876950263977,-0.861382246017456
0.007512399461120367,-0.004454195965081453,-0.9185705780982971
-0.025646407157182693,-0.18396113812923431,-0.9284675121307373
0.09851175546646118,-0.01754487119615078,-0.8762139678001404
-0.22820505499839783,-0.00792821403592825,-0.9229844808578491
-0.15076899528503418,0.09575138241052628,-0.8490316867828369
-0.06244174763560295,0.018589720129966736,-0.8943628668785095
0.15998885035514832,-0.12498097121715546,-0.8746238946914673
0.09054455161094666,-0.027666404843330383,-0.8917447328567505
-0.026868823915719986,0.0407741479575634,-0.8585721850395203
0.05057338625192642,0.01826515793800354,-0.8745964765548706
-0.18384793400764465,0.0027943598106503487,-0.8492099046707153
0.17811009287834167,-0.0029636139515787363,-0.8575029969215393
-0.2656453847885132,0.024528006091713905,-0.8822727203369141
0.09825990349054337,-0.09678613394498825,-0.8359683156013489
-0.15089184045791626,-0.06726900488138199,-0.8589560389518738
-0.18737390637397766,0.06802535057067871,-0.8684142827987671
-0.010897556319832802,-0.006407579407095909,-0.8703059554100037
0.11841440945863724,-0.02097681723535061,-0.8812035322189331
