vector_x,vector_y,vector_z
0.5623602867126465,0.13472889363765717,-0.7463065385818481
0.6291632056236267,0.10232676565647125,-0.7787525653839111
0.6307603120803833,0.049272868782281876,-0.7862232327461243
0.7103402614593506,0.11706429719924927,-0.6485847234725952
0.3892686367034912,0.21376581490039825,-0.8527738451957703
0.12095138430595398,0.15923334658145905,-0.9134987592697144
-0.2537344992160797,0.05791584029793739,-0.8886741995811462
-0.07260806858539581,-0.32412391901016235,-0.9308663606643677
-0.1447797566652298,-0.3788968026638031,-0.9079471826553345
-0.20006491243839264,-0.3494337499141693,-0.8975293636322021
-0.00534446956589818,-0.3856825530529022,-0.9223813414573669
-0.22974075376987457,-0.3680720329284668,-0.8861793875694275
0.45376184582710266,-0.2868172824382782,-0.8136385083198547
0.3170969486236572,-0.32568663358688354,-0.843480110168457
0.3473072052001953,-0.17272166907787323,-0.8721427917480469
0.28000062704086304,-0.19566941261291504,-0.8602719306945801
0.6348698735237122,0.028428763151168823,-0.7490343451499939
0.575739324092865,0.02481650561094284,-0.8180387020111084
0.6579298973083496,0.042493127286434174,-0.7639482617378235
0.6522969603538513,0.06845209002494812,-0.7605350613594055
0.6453555822372437,0.06631238758563995,-0.756546139717102
0.5991249084472656,0.10284366458654404,-0.7284180521965027
0.5710892081260681,0.13117673993110657,-0.7628516554832458
0.5111109614372253,0.022262081503868103,-0.8195053935050964
-0.0947098433971405,-0.17236705124378204,-0.8956514000892639
-0.2567752003669739,-0.22937579452991486,-0.8859326839447021
0.3823334276676178,-0.30205368995666504,-0.8495662808418274
0.36317405104637146,-0.19100533425807953,-0.8539527058601379
0.062496550381183624,-0.2138749361038208,-0.9155960083007812
0.5160804986953735,-0.063849076628685,-0.8070862889289856
0.6587346196174622,0.03317698836326599,-0.6635260581970215
0.5831536650657654,-0.04429721087217331,-0.7623307704925537
0.5807948112487793,0.07384943962097168,-0.6624705195426941
0.6472905874252319,0.1028316468000412,-0.6421558260917664
0.6397902369499207,0.18352742493152618,-0.6423065662384033
-0.045383207499980927,0.07542417198419571,-0.8924712538719177
0.6462831497192383,0.10024115443229675,-0.7128187417984009
0.6187695860862732,0.010487685911357403,-0.7188501358032227
0.5735279321670532,0.09673107415437698,-0.7485408782958984
0.6122029423713684,0.044765062630176544,-0.734188973903656
0.45442527532577515,-0.16828598082065582,-0.7457993626594543
0.15646901726722717,-0.39904969930648804,-0.8657961487770081
0.4324709177017212,-0.3469514548778534,-0.8270994424819946
0.526062548160553,-0.3171638548374176,-0.7793145775794983
0.5218485593795776,-0.20183007419109344,-0.8096632957458496
0.5812063813209534,-0.19455748796463013,-0.770048201084137
0.5016019344329834,-0.18364258110523224,-0.8185870051383972
0.6239234209060669,0.1352998912334442,-0.7020308375358582
0.531707763671875,-0.055644869804382324,-0.805112361907959
0.3668965995311737,-0.18159905076026917,-0.8450701832771301
0.4251057207584381,-0.2421959936618805,-0.8504298329353333
0.25920724868774414,-0.24472638964653015,-0.8636029362678528
0.18669156730175018,-0.30110403895378113,-0.874843180179596
0.18941283226013184,-0.29908454418182373,-0.9041364192962646
0.5225120186805725,-0.015994185581803322,-0.8343096375465393
0.6396182179450989,0.04620154947042465,-0.7502543330192566
0.6050588488578796,0.04392360523343086,-0.8024805188179016
0.6045490503311157,0.0320710726082325,-0.7965725064277649
0.6804125308990479,-0.008895889855921268,-0.7464984655380249
